Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region
China,01-07-2020,69530,268,730,68800,Western Pacific
China,01-07-2020,287848,2237,183,287665,Western Pacific
China,01-07-2020,438569,2365,930,437639,Western Pacific
China,01-07-2020,248519,165,26,248493,Western Pacific
China,01-07-2020,420982,69,1055,419927,Western Pacific
China,01-07-2020,88039,1851,113,87926,Western Pacific
China,01-07-2020,115001,1640,461,114540,Western Pacific
China,01-07-2020,318325,2045,76,318249,Western Pacific
China,01-07-2020,9715,2282,298,9417,Western Pacific
China,01-07-2020,309804,554,1082,308722,Western Pacific
China,01-07-2020,35241,2392,559,34682,Western Pacific
China,01-07-2020,370751,1229,409,370342,Western Pacific
China,01-07-2020,172094,2167,746,171348,Western Pacific
China,01-07-2020,392474,316,1013,391461,Western Pacific
China,01-07-2020,423486,513,576,422910,Western Pacific
China,01-07-2020,154812,1804,414,154398,Western Pacific
China,01-07-2020,364573,875,1021,363552,Western Pacific
China,01-07-2020,144707,1378,797,143910,Western Pacific
China,01-07-2020,199667,1910,831,198836,Western Pacific
China,01-07-2020,75287,2307,923,74364,Western Pacific
China,01-07-2020,116241,804,182,116059,Western Pacific
China,01-07-2020,67718,2019,38,67680,Western Pacific
China,01-07-2020,16989,580,1194,15795,Western Pacific
China,01-07-2020,421062,1973,679,420383,Western Pacific
China,01-07-2020,392614,454,1152,391462,Western Pacific
China,01-07-2020,139563,1527,392,139171,Western Pacific
China,01-07-2020,273505,2024,130,273375,Western Pacific
China,01-07-2020,423145,130,551,422594,Western Pacific
China,01-07-2020,81502,1369,660,80842,Western Pacific
China,01-07-2020,275723,1486,1022,274701,Western Pacific
China,01-07-2020,405432,12,476,404956,Western Pacific
China,01-07-2020,168422,2373,999,167423,Western Pacific
China,01-07-2020,195215,644,332,194883,Western Pacific
Colombia,01-07-2020,93000,2227,220,92780,Americas
Congo (Brazzaville),01-07-2020,299884,1255,209,299675,Africa
Congo (Kinshasa),01-07-2020,71246,1130,114,71132,Africa
Costa Rica,01-07-2020,169831,658,767,169064,Americas
Cote d'Ivoire,01-07-2020,212273,751,179,212094,Africa
Croatia,01-07-2020,358034,1438,285,357749,Europe
Cuba,01-07-2020,229696,1549,1122,228574,Americas
Cyprus,01-07-2020,167100,365,269,166831,Europe
Czechia,01-07-2020,430873,557,157,430716,Europe
Denmark,01-07-2020,269064,2436,596,268468,Europe
Greenland,01-07-2020,341297,37,949,340348,Europe
Denmark,01-07-2020,315800,1381,1059,314741,Europe
Djibouti,01-07-2020,55313,2075,1222,54091,Eastern Mediterranean
Dominican Republic,01-07-2020,226872,852,1123,225749,Americas
Ecuador,01-07-2020,5265,1724,942,4323,Americas
Egypt,01-07-2020,419163,234,973,418190,Eastern Mediterranean
El Salvador,01-07-2020,430155,427,605,429550,Americas
Equatorial Guinea,01-07-2020,337787,288,1176,336611,Africa
Eritrea,01-07-2020,106914,365,548,106366,Africa
Estonia,01-07-2020,294226,256,1143,293083,Europe
Eswatini,01-07-2020,313019,1792,481,312538,Africa
Ethiopia,01-07-2020,283268,2468,682,282586,Africa
Fiji,01-07-2020,253295,1308,918,252377,Western Pacific
Finland,01-07-2020,433080,2047,269,432811,Europe
France,01-07-2020,430646,2341,619,430027,Europe
France,01-07-2020,439928,1196,420,439508,Europe
France,01-07-2020,354961,1271,710,354251,Europe
France,01-07-2020,339457,1334,993,338464,Europe
France,01-07-2020,162836,578,30,162806,Europe
France,01-07-2020,84351,1765,1099,83252,Europe
France,01-07-2020,223418,911,761,222657,Europe
France,01-07-2020,325708,577,531,325177,Europe
France,01-07-2020,321783,432,62,321721,Europe
France,01-07-2020,357759,196,124,357635,Europe
Gabon,01-07-2020,242365,1088,562,241803,Africa
Gambia,01-07-2020,333131,270,505,332626,Africa
Georgia,01-07-2020,309951,460,207,309744,Europe
Germany,01-07-2020,275156,517,962,274194,Europe
Ghana,01-07-2020,270279,1409,384,269895,Africa
Greece,01-07-2020,144897,596,614,144283,Europe
Guatemala,01-07-2020,69963,2372,865,69098,Americas
Guinea,01-07-2020,261997,816,1074,260923,Africa
Guyana,01-07-2020,298354,246,973,297381,Americas
Haiti,01-07-2020,23274,2474,1224,22050,Americas
Holy See,01-07-2020,290736,1465,652,290084,Europe
Honduras,01-07-2020,102386,848,830,101556,Americas
Hungary,01-07-2020,308422,2484,842,307580,Europe
Iceland,01-07-2020,159314,486,1160,158154,Europe
India,01-07-2020,145792,495,1001,144791,South-East Asia
Indonesia,01-07-2020,348776,546,351,348425,South-East Asia
Iran,01-07-2020,354932,575,518,354414,Eastern Mediterranean
Iraq,01-07-2020,293445,743,461,292984,Eastern Mediterranean
Ireland,01-07-2020,190653,2018,592,190061,Europe
Israel,01-07-2020,186750,80,1203,185547,Europe
Italy,01-07-2020,54120,2285,212,53908,Europe
Jamaica,01-07-2020,92321,1273,583,91738,Americas
Japan,01-07-2020,321395,2103,363,321032,Western Pacific
Jordan,01-07-2020,119871,777,294,119577,Eastern Mediterranean
Kazakhstan,01-07-2020,134252,652,889,133363,Europe
Kenya,01-07-2020,245337,1151,805,244532,Africa
South Korea,01-07-2020,424824,2365,1182,423642,Western Pacific
Kuwait,01-07-2020,161816,2168,1233,160583,Eastern Mediterranean
Kyrgyzstan,01-07-2020,399746,1249,485,399261,Europe
Latvia,01-07-2020,281321,118,1144,280177,Europe
Lebanon,01-07-2020,76021,1140,223,75798,Eastern Mediterranean
Liberia,01-07-2020,306011,1637,1007,305004,Africa
Liechtenstein,01-07-2020,35046,1749,502,34544,Europe
Lithuania,01-07-2020,436555,377,138,436417,Europe
Luxembourg,01-07-2020,157747,770,46,157701,Europe
Madagascar,01-07-2020,150321,1685,24,150297,Africa
Malaysia,01-07-2020,309655,2046,465,309190,Western Pacific
Maldives,01-07-2020,220661,1032,465,220196,South-East Asia
Malta,01-07-2020,331206,488,817,330389,Europe
Mauritania,01-07-2020,135162,1478,711,134451,Africa
Mauritius,01-07-2020,375669,1461,97,375572,Africa
Mexico,01-07-2020,191559,49,603,190956,Americas
Moldova,01-07-2020,435193,2316,587,434606,Europe
Monaco,01-07-2020,209810,1975,690,209120,Europe
Mongolia,01-07-2020,294362,2149,402,293960,Western Pacific
Montenegro,01-07-2020,370149,501,718,369431,Europe
Morocco,01-07-2020,69621,1010,608,69013,Eastern Mediterranean
Namibia,01-07-2020,215744,63,1242,214502,Africa
Nepal,01-07-2020,47996,1236,743,47253,South-East Asia
Netherlands,01-07-2020,330559,2490,857,329702,Europe
Netherlands,01-07-2020,32378,1753,391,31987,Europe
Netherlands,01-07-2020,265965,1063,608,265357,Europe
Netherlands,01-07-2020,266015,526,596,265419,Europe
New Zealand,01-07-2020,320965,2456,348,320617,Western Pacific
Nicaragua,01-07-2020,300766,548,350,300416,Americas
Niger,01-07-2020,163219,54,541,162678,Africa
Nigeria,01-07-2020,349237,2328,86,349151,Africa
North Macedonia,01-07-2020,376625,1365,658,375967,Europe
Norway,01-07-2020,96773,443,867,95906,Europe
Oman,01-07-2020,219014,1114,46,218968,Eastern Mediterranean
Pakistan,01-07-2020,111029,2085,1018,110011,Eastern Mediterranean
Panama,01-07-2020,7332,2096,262,7070,Americas
Papua New Guinea,01-07-2020,28045,1477,846,27199,Western Pacific
Paraguay,01-07-2020,363469,487,330,363139,Americas
Peru,01-07-2020,149410,2144,354,149056,Americas
Philippines,01-07-2020,303773,914,414,303359,Western Pacific
Poland,01-07-2020,356874,1998,221,356653,Europe
Portugal,01-07-2020,326509,1551,224,326285,Europe
Qatar,01-07-2020,248980,1230,101,248879,Eastern Mediterranean
Romania,01-07-2020,406827,681,747,406080,Europe
Russia,01-07-2020,12787,1647,603,12184,Europe
Rwanda,01-07-2020,216105,2375,609,215496,Africa
Saint Lucia,01-07-2020,216752,612,610,216142,Americas
Saint Vincent and the Grenadines,01-07-2020,343589,432,864,342725,Americas
San Marino,01-07-2020,84967,1982,345,84622,Europe
Saudi Arabia,01-07-2020,365072,1396,543,364529,Eastern Mediterranean
Senegal,01-07-2020,282937,1096,365,282572,Africa
Serbia,01-07-2020,181246,1973,993,180253,Europe
Seychelles,01-07-2020,416283,2356,381,415902,Africa
Singapore,01-07-2020,159944,1962,701,159243,Western Pacific
Slovakia,01-07-2020,432313,899,577,431736,Europe
Slovenia,01-07-2020,375748,2452,633,375115,Europe
Somalia,01-07-2020,96495,2327,594,95901,Eastern Mediterranean
South Africa,01-07-2020,224231,2026,435,223796,Africa
Spain,01-07-2020,11214,1438,83,11131,Europe
Sri Lanka,01-07-2020,372173,1066,803,371370,South-East Asia
Sudan,01-07-2020,45810,985,780,45030,Eastern Mediterranean
Suriname,01-07-2020,98404,1542,685,97719,Americas
Sweden,01-07-2020,381495,844,798,380697,Europe
Switzerland,01-07-2020,228737,2355,930,227807,Europe
Taiwan*,01-07-2020,160673,1385,1021,159652,Western Pacific
Tanzania,01-07-2020,306752,1735,1090,305662,Africa
Thailand,01-07-2020,285016,438,607,284409,South-East Asia
Togo,01-07-2020,396567,1241,173,396394,Africa
Trinidad and Tobago,01-07-2020,252730,255,605,252125,Americas
Tunisia,01-07-2020,76821,2046,984,75837,Eastern Mediterranean
Turkey,01-07-2020,397911,170,384,397527,Europe
Uganda,01-07-2020,42034,2138,320,41714,Africa
Ukraine,01-07-2020,74188,1717,95,74093,Europe
United Arab Emirates,01-07-2020,127783,1379,187,127596,Eastern Mediterranean
United Kingdom,01-07-2020,582,2358,785,-203,Europe
United Kingdom,01-07-2020,447110,59,1141,445969,Europe
United Kingdom,01-07-2020,265265,2053,687,264578,Europe
United Kingdom,01-07-2020,224961,614,27,224934,Europe
United Kingdom,01-07-2020,205535,2382,436,205099,Europe
United Kingdom,01-07-2020,187618,407,126,187492,Europe
United Kingdom,01-07-2020,83810,336,0,83810,Europe
Uruguay,01-07-2020,416824,2257,816,416008,Americas
US,01-07-2020,128094,522,1103,126991,Americas
Uzbekistan,01-07-2020,47187,1410,564,46623,Europe
Venezuela,01-07-2020,249121,2428,417,248704,Americas
Vietnam,01-07-2020,297673,589,1128,296545,Western Pacific
Zambia,01-07-2020,238637,993,863,237774,Africa
Zimbabwe,01-07-2020,307386,1592,832,306554,Africa
Dominica,01-07-2020,225373,2409,689,224684,Americas
Grenada,01-07-2020,230758,1938,1080,229678,Americas
Mozambique,01-07-2020,304393,1019,129,304264,Africa
Syria,01-07-2020,123286,825,425,122861,Eastern Mediterranean
Timor-Leste,01-07-2020,233256,2272,978,232278,South-East Asia
Belize,01-07-2020,289461,1773,291,289170,Americas
Laos,01-07-2020,365079,2056,1111,363968,Western Pacific
Libya,01-07-2020,54875,2398,55,54820,Eastern Mediterranean
West Bank and Gaza,01-07-2020,58913,2036,966,57947,Eastern Mediterranean
Guinea-Bissau,01-07-2020,157866,2095,107,157759,Africa
Mali,01-07-2020,440556,324,520,440036,Africa
Saint Kitts and Nevis,01-07-2020,176382,767,1116,175266,Americas
Canada,01-07-2020,172712,244,923,171789,Americas
Canada,01-07-2020,231273,838,68,231205,Americas
Kosovo,01-07-2020,113940,2081,437,113503,Europe
Burma,01-07-2020,15833,963,855,14978,South-East Asia
United Kingdom,01-07-2020,373248,642,1105,372143,Europe
United Kingdom,01-07-2020,113380,1248,954,112426,Europe
United Kingdom,01-07-2020,30768,1675,273,30495,Europe
Botswana,01-07-2020,350702,2100,773,349929,Africa
Burundi,01-07-2020,427368,2364,22,427346,Africa
Sierra Leone,01-07-2020,138736,2200,9,138727,Africa
Malawi,01-07-2020,332938,723,692,332246,Africa
United Kingdom,01-07-2020,161189,1082,484,160705,Europe
France,01-07-2020,109767,165,590,109177,Europe
South Sudan,01-07-2020,445113,672,135,444978,Africa
Western Sahara,01-07-2020,394562,150,451,394111,Africa
Sao Tome and Principe,01-07-2020,437592,1990,876,436716,Africa
Yemen,01-07-2020,195809,1072,594,195215,Eastern Mediterranean
Comoros,01-07-2020,16714,906,291,16423,Africa
Tajikistan,01-07-2020,423008,2180,1079,421929,Europe
Lesotho,01-07-2020,91653,2479,1116,90537,Africa
Afghanistan,02-07-2020,85323,1134,489,84834,Eastern Mediterranean
Albania,02-07-2020,410956,600,636,410320,Europe
Algeria,02-07-2020,193607,1353,473,193134,Africa
Andorra,02-07-2020,334570,1415,1001,333569,Europe
Angola,02-07-2020,349753,1462,1186,348567,Africa
Antigua and Barbuda,02-07-2020,406296,1765,954,405342,Americas
Argentina,02-07-2020,133624,1400,30,133594,Americas
Armenia,02-07-2020,11616,463,1005,10611,Europe
Australia,02-07-2020,395263,44,816,394447,Western Pacific
Australia,02-07-2020,437598,2465,278,437320,Western Pacific
Australia,02-07-2020,315972,84,211,315761,Western Pacific
Australia,02-07-2020,212997,398,1110,211887,Western Pacific
Australia,02-07-2020,444606,533,16,444590,Western Pacific
Australia,02-07-2020,346265,1922,417,345848,Western Pacific
Australia,02-07-2020,221900,857,1247,220653,Western Pacific
Australia,02-07-2020,88815,1599,289,88526,Western Pacific
Austria,02-07-2020,215571,1944,761,214810,Europe
Azerbaijan,02-07-2020,187760,290,515,187245,Europe
Bahamas,02-07-2020,328866,318,593,328273,Americas
Bahrain,02-07-2020,229070,34,144,228926,Eastern Mediterranean
Bangladesh,02-07-2020,346015,1570,773,345242,South-East Asia
Barbados,02-07-2020,200241,2214,712,199529,Americas
Belarus,02-07-2020,407507,1754,829,406678,Europe
Belgium,02-07-2020,266015,2383,643,265372,Europe
Benin,02-07-2020,319728,272,688,319040,Africa
Bhutan,02-07-2020,145269,2023,460,144809,South-East Asia
Bolivia,02-07-2020,78286,807,917,77369,Americas
Bosnia and Herzegovina,02-07-2020,293096,130,656,292440,Europe
Brazil,02-07-2020,63764,638,243,63521,Americas
Brunei,02-07-2020,431307,677,305,431002,Western Pacific
Bulgaria,02-07-2020,275836,246,445,275391,Europe
Burkina Faso,02-07-2020,8002,1142,713,7289,Africa
Cabo Verde,02-07-2020,243963,1987,499,243464,Africa
Cambodia,02-07-2020,352385,526,1015,351370,Western Pacific
Cameroon,02-07-2020,142384,1306,661,141723,Africa
Canada,02-07-2020,446981,1835,538,446443,Americas
Canada,02-07-2020,134543,934,512,134031,Americas
Canada,02-07-2020,346265,1898,395,345870,Americas
Canada,02-07-2020,209935,252,362,209573,Americas
Canada,02-07-2020,96494,1548,209,96285,Americas
Canada,02-07-2020,340865,571,632,340233,Americas
Canada,02-07-2020,2447,1492,297,2150,Americas
Canada,02-07-2020,133628,5,918,132710,Americas
Canada,02-07-2020,801,2390,186,615,Americas
Canada,02-07-2020,51835,1061,901,50934,Americas
Central African Republic,02-07-2020,249172,2305,930,248242,Africa
Chad,02-07-2020,441234,1108,110,441124,Africa
Chile,02-07-2020,24764,705,778,23986,Americas
China,02-07-2020,85820,1824,391,85429,Western Pacific
China,02-07-2020,377789,853,567,377222,Western Pacific
China,02-07-2020,204459,2375,713,203746,Western Pacific
China,02-07-2020,441404,141,364,441040,Western Pacific
China,02-07-2020,200722,324,319,200403,Western Pacific
China,02-07-2020,200339,635,1111,199228,Western Pacific
China,02-07-2020,183384,1141,1207,182177,Western Pacific
China,02-07-2020,118853,429,107,118746,Western Pacific
China,02-07-2020,374390,1723,1078,373312,Western Pacific
China,02-07-2020,223033,2333,332,222701,Western Pacific
China,02-07-2020,145315,1120,488,144827,Western Pacific
China,02-07-2020,313962,156,1109,312853,Western Pacific
China,02-07-2020,367802,295,659,367143,Western Pacific
China,02-07-2020,203507,211,594,202913,Western Pacific
China,02-07-2020,66081,1835,832,65249,Western Pacific
China,02-07-2020,241358,7,976,240382,Western Pacific
China,02-07-2020,9546,240,837,8709,Western Pacific
China,02-07-2020,37880,2033,250,37630,Western Pacific
China,02-07-2020,271180,740,1134,270046,Western Pacific
China,02-07-2020,105113,486,452,104661,Western Pacific
China,02-07-2020,398713,2473,1016,397697,Western Pacific
China,02-07-2020,13199,1109,499,12700,Western Pacific
China,02-07-2020,138335,1806,815,137520,Western Pacific
China,02-07-2020,258475,404,1012,257463,Western Pacific
China,02-07-2020,230934,2041,920,230014,Western Pacific
China,02-07-2020,69423,808,291,69132,Western Pacific
China,02-07-2020,117337,2440,998,116339,Western Pacific
China,02-07-2020,217180,1058,660,216520,Western Pacific
China,02-07-2020,100324,35,878,99446,Western Pacific
China,02-07-2020,245198,563,907,244291,Western Pacific
China,02-07-2020,141431,1430,350,141081,Western Pacific
China,02-07-2020,38479,2315,1073,37406,Western Pacific
China,02-07-2020,179738,1479,407,179331,Western Pacific
Colombia,02-07-2020,357383,989,1140,356243,Americas
Congo (Brazzaville),02-07-2020,212360,1937,686,211674,Africa
Congo (Kinshasa),02-07-2020,41536,2419,748,40788,Africa
Costa Rica,02-07-2020,183665,1012,139,183526,Americas
Cote d'Ivoire,02-07-2020,350961,1981,1193,349768,Africa
Croatia,02-07-2020,67573,687,1086,66487,Europe
Cuba,02-07-2020,435368,470,763,434605,Americas
Cyprus,02-07-2020,430867,2174,1130,429737,Europe
Czechia,02-07-2020,313946,1110,1149,312797,Europe
Denmark,02-07-2020,342158,372,1099,341059,Europe
Greenland,02-07-2020,239207,2260,283,238924,Europe
Denmark,02-07-2020,378089,554,316,377773,Europe
Djibouti,02-07-2020,393850,2267,1249,392601,Eastern Mediterranean
Dominican Republic,02-07-2020,327668,177,440,327228,Americas
Ecuador,02-07-2020,280967,356,321,280646,Americas
Egypt,02-07-2020,262674,1345,135,262539,Eastern Mediterranean
El Salvador,02-07-2020,89988,28,395,89593,Americas
Equatorial Guinea,02-07-2020,176030,750,686,175344,Africa
Eritrea,02-07-2020,268213,1369,1166,267047,Africa
Estonia,02-07-2020,425787,1449,350,425437,Europe
Eswatini,02-07-2020,224029,987,48,223981,Africa
Ethiopia,02-07-2020,12628,2132,1131,11497,Africa
Fiji,02-07-2020,426913,745,1244,425669,Western Pacific
Finland,02-07-2020,206489,2110,1097,205392,Europe
France,02-07-2020,40265,442,150,40115,Europe
France,02-07-2020,420811,548,1137,419674,Europe
France,02-07-2020,22432,1303,710,21722,Europe
France,02-07-2020,366099,36,728,365371,Europe
France,02-07-2020,1843,1565,445,1398,Europe
France,02-07-2020,295294,1377,957,294337,Europe
France,02-07-2020,434205,10,1237,432968,Europe
France,02-07-2020,326799,2108,925,325874,Europe
France,02-07-2020,422017,1570,272,421745,Europe
France,02-07-2020,183164,1238,126,183038,Europe
Gabon,02-07-2020,336829,2293,1248,335581,Africa
Gambia,02-07-2020,397820,499,147,397673,Africa
Georgia,02-07-2020,118306,1824,1023,117283,Europe
Germany,02-07-2020,274286,188,527,273759,Europe
Ghana,02-07-2020,164183,90,1013,163170,Africa
Greece,02-07-2020,64814,1373,988,63826,Europe
Guatemala,02-07-2020,341109,567,357,340752,Americas
Guinea,02-07-2020,166189,1005,454,165735,Africa
Guyana,02-07-2020,77637,1872,174,77463,Americas
Haiti,02-07-2020,305352,668,159,305193,Americas
Holy See,02-07-2020,70433,293,1070,69363,Europe
Honduras,02-07-2020,177093,353,933,176160,Americas
Hungary,02-07-2020,373974,619,76,373898,Europe
Iceland,02-07-2020,154217,572,291,153926,Europe
India,02-07-2020,300280,1499,1160,299120,South-East Asia
Indonesia,02-07-2020,208458,2347,958,207500,South-East Asia
Iran,02-07-2020,426145,1287,224,425921,Eastern Mediterranean
Iraq,02-07-2020,334400,925,116,334284,Eastern Mediterranean
Ireland,02-07-2020,263640,184,972,262668,Europe
Israel,02-07-2020,277984,2209,811,277173,Europe
Italy,02-07-2020,261085,1757,862,260223,Europe
Jamaica,02-07-2020,323753,1158,1029,322724,Americas
Japan,02-07-2020,218113,1223,789,217324,Western Pacific
Jordan,02-07-2020,377492,1771,720,376772,Eastern Mediterranean
Kazakhstan,02-07-2020,151849,1485,812,151037,Europe
Kenya,02-07-2020,136723,1488,713,136010,Africa
South Korea,02-07-2020,322349,1137,35,322314,Western Pacific
Kuwait,02-07-2020,21348,106,1068,20280,Eastern Mediterranean
Kyrgyzstan,02-07-2020,446755,2223,569,446186,Europe
Latvia,02-07-2020,16996,1430,148,16848,Europe
Lebanon,02-07-2020,434847,2332,594,434253,Eastern Mediterranean
Liberia,02-07-2020,182951,2079,114,182837,Africa
Liechtenstein,02-07-2020,406521,490,1185,405336,Europe
Lithuania,02-07-2020,31840,1023,516,31324,Europe
Luxembourg,02-07-2020,130340,2245,1099,129241,Europe
Madagascar,02-07-2020,185641,289,480,185161,Africa
Malaysia,02-07-2020,69356,2275,735,68621,Western Pacific
Maldives,02-07-2020,126650,890,468,126182,South-East Asia
Malta,02-07-2020,408761,918,766,407995,Europe
Mauritania,02-07-2020,397553,158,82,397471,Africa
Mauritius,02-07-2020,210588,2385,443,210145,Africa
Mexico,02-07-2020,232991,396,1230,231761,Americas
Moldova,02-07-2020,344852,1340,771,344081,Europe
Monaco,02-07-2020,313566,1720,397,313169,Europe
Mongolia,02-07-2020,292675,300,458,292217,Western Pacific
Montenegro,02-07-2020,175966,669,547,175419,Europe
Morocco,02-07-2020,255846,2498,164,255682,Eastern Mediterranean
Namibia,02-07-2020,343725,1204,383,343342,Africa
Nepal,02-07-2020,291199,1673,992,290207,South-East Asia
Netherlands,02-07-2020,124739,1083,1234,123505,Europe
Netherlands,02-07-2020,267073,2289,623,266450,Europe
Netherlands,02-07-2020,8676,1686,933,7743,Europe
Netherlands,02-07-2020,300233,2308,163,300070,Europe
New Zealand,02-07-2020,308475,947,988,307487,Western Pacific
Nicaragua,02-07-2020,286098,1247,1045,285053,Americas
Niger,02-07-2020,276195,198,496,275699,Africa
Nigeria,02-07-2020,286015,1191,835,285180,Africa
North Macedonia,02-07-2020,24636,1613,812,23824,Europe
Norway,02-07-2020,334060,754,1145,332915,Europe
Oman,02-07-2020,371124,1906,569,370555,Eastern Mediterranean
Pakistan,02-07-2020,203567,341,1071,202496,Eastern Mediterranean
Panama,02-07-2020,197172,1705,698,196474,Americas
Papua New Guinea,02-07-2020,194522,1649,173,194349,Western Pacific
Paraguay,02-07-2020,255539,1104,705,254834,Americas
Peru,02-07-2020,38502,2046,762,37740,Americas
Philippines,02-07-2020,37614,514,949,36665,Western Pacific
Poland,02-07-2020,330580,544,836,329744,Europe
Portugal,02-07-2020,118188,819,804,117384,Europe
Qatar,02-07-2020,105818,2074,923,104895,Eastern Mediterranean
Romania,02-07-2020,449993,2278,947,449046,Europe
Russia,02-07-2020,150006,1150,424,149582,Europe
Rwanda,02-07-2020,70890,1817,137,70753,Africa
Saint Lucia,02-07-2020,383126,636,487,382639,Americas
Saint Vincent and the Grenadines,02-07-2020,313757,1062,769,312988,Americas
San Marino,02-07-2020,238719,169,1095,237624,Europe
Saudi Arabia,02-07-2020,75893,316,1124,74769,Eastern Mediterranean
Senegal,02-07-2020,168860,2246,616,168244,Africa
Serbia,02-07-2020,161201,330,645,160556,Europe
Seychelles,02-07-2020,180978,1670,1139,179839,Africa
Singapore,02-07-2020,110236,2495,513,109723,Western Pacific
Slovakia,02-07-2020,151343,1846,1063,150280,Europe
Slovenia,02-07-2020,372062,912,1025,371037,Europe
Somalia,02-07-2020,92468,57,665,91803,Eastern Mediterranean
South Africa,02-07-2020,301422,1848,870,300552,Africa
Spain,02-07-2020,202905,195,76,202829,Europe
Sri Lanka,02-07-2020,171411,2128,862,170549,South-East Asia
Sudan,02-07-2020,265438,718,908,264530,Eastern Mediterranean
Suriname,02-07-2020,2697,1247,559,2138,Americas
Sweden,02-07-2020,305498,1755,445,305053,Europe
Switzerland,02-07-2020,346928,1310,982,345946,Europe
Taiwan*,02-07-2020,6848,243,869,5979,Western Pacific
Tanzania,02-07-2020,412826,1692,1236,411590,Africa
Thailand,02-07-2020,392503,1567,752,391751,South-East Asia
Togo,02-07-2020,51481,1314,157,51324,Africa
Trinidad and Tobago,02-07-2020,227290,352,1073,226217,Americas
Tunisia,02-07-2020,42847,1210,1000,41847,Eastern Mediterranean
Turkey,02-07-2020,22749,281,686,22063,Europe
Uganda,02-07-2020,187569,2338,668,186901,Africa
Ukraine,02-07-2020,354251,1251,1069,353182,Europe
United Arab Emirates,02-07-2020,274775,1204,834,273941,Eastern Mediterranean
United Kingdom,02-07-2020,371815,1520,949,370866,Europe
United Kingdom,02-07-2020,438802,2357,1231,437571,Europe
United Kingdom,02-07-2020,358432,788,364,358068,Europe
United Kingdom,02-07-2020,324655,530,42,324613,Europe
United Kingdom,02-07-2020,8029,451,183,7846,Europe
United Kingdom,02-07-2020,425977,2018,854,425123,Europe
United Kingdom,02-07-2020,274400,67,63,274337,Europe
Uruguay,02-07-2020,84673,724,924,83749,Americas
US,02-07-2020,166063,2421,548,165515,Americas
Uzbekistan,02-07-2020,42637,80,429,42208,Europe
Venezuela,02-07-2020,320060,1731,188,319872,Americas
Vietnam,02-07-2020,126309,1841,1003,125306,Western Pacific
Zambia,02-07-2020,413926,1989,1026,412900,Africa
Zimbabwe,02-07-2020,16560,2298,647,15913,Africa
Dominica,02-07-2020,265773,1563,858,264915,Americas
Grenada,02-07-2020,320217,889,342,319875,Americas
Mozambique,02-07-2020,308955,840,1168,307787,Africa
Syria,02-07-2020,221919,1032,859,221060,Eastern Mediterranean
Timor-Leste,02-07-2020,275721,284,331,275390,South-East Asia
Belize,02-07-2020,241648,1873,746,240902,Americas
Laos,02-07-2020,243575,2485,237,243338,Western Pacific
Libya,02-07-2020,200145,1354,845,199300,Eastern Mediterranean
West Bank and Gaza,02-07-2020,86185,811,724,85461,Eastern Mediterranean
Guinea-Bissau,02-07-2020,305573,728,649,304924,Africa
Mali,02-07-2020,182626,569,1082,181544,Africa
Saint Kitts and Nevis,02-07-2020,304061,701,219,303842,Americas
Canada,02-07-2020,289669,102,2,289667,Americas
Canada,02-07-2020,251863,1876,915,250948,Americas
Kosovo,02-07-2020,325286,714,733,324553,Europe
Burma,02-07-2020,340833,2194,427,340406,South-East Asia
United Kingdom,02-07-2020,403683,1086,540,403143,Europe
United Kingdom,02-07-2020,345627,1701,158,345469,Europe
United Kingdom,02-07-2020,43669,816,129,43540,Europe
Botswana,02-07-2020,244367,977,92,244275,Africa
Burundi,02-07-2020,251417,1841,1230,250187,Africa
Sierra Leone,02-07-2020,208702,405,182,208520,Africa
Malawi,02-07-2020,73460,1987,80,73380,Africa
United Kingdom,02-07-2020,199862,994,76,199786,Europe
France,02-07-2020,429087,2216,939,428148,Europe
South Sudan,02-07-2020,164076,1968,889,163187,Africa
Western Sahara,02-07-2020,297644,2069,765,296879,Africa
Sao Tome and Principe,02-07-2020,159518,1562,1125,158393,Africa
Yemen,02-07-2020,207538,88,1085,206453,Eastern Mediterranean
Comoros,02-07-2020,84932,861,155,84777,Africa
Tajikistan,02-07-2020,42866,547,179,42687,Europe
Lesotho,02-07-2020,221188,1207,937,220251,Africa
Afghanistan,03-07-2020,335565,14,920,334645,Eastern Mediterranean
Albania,03-07-2020,60790,1480,356,60434,Europe
Algeria,03-07-2020,61306,2075,1055,60251,Africa
Andorra,03-07-2020,205390,794,519,204871,Europe
Angola,03-07-2020,376655,905,160,376495,Africa
Antigua and Barbuda,03-07-2020,125551,1690,268,125283,Americas
Argentina,03-07-2020,38986,1331,295,38691,Americas
Armenia,03-07-2020,329333,1998,1150,328183,Europe
Australia,03-07-2020,381893,2322,304,381589,Western Pacific
Australia,03-07-2020,75052,2334,904,74148,Western Pacific
Australia,03-07-2020,89266,1625,492,88774,Western Pacific
Australia,03-07-2020,133661,1662,182,133479,Western Pacific
Australia,03-07-2020,281881,505,1083,280798,Western Pacific
Australia,03-07-2020,268996,567,594,268402,Western Pacific
Australia,03-07-2020,4742,1513,1216,3526,Western Pacific
Australia,03-07-2020,150416,2463,507,149909,Western Pacific
Austria,03-07-2020,405469,167,550,404919,Europe
Azerbaijan,03-07-2020,241822,141,813,241009,Europe
Bahamas,03-07-2020,206751,1029,255,206496,Americas
